Group Code As Per Xcube,Group Name as per Xcube,Site Code As Per Xcube,Site Name As Per Xcube,Billing Name As Per Tally,Region,zone,state,Party State,GSTIN/UIN,Costcentre,Address,site_code_no
GROUP5,Delta Corp Private Limited,SITE34,Delta Corp Private Limited Casino,Delta Corp Ltd.,Gujarat,1,10,Daman & Diu,25AAACC7260M1ZJ,Daman Hospitality Pvt Ltd  ( Public Area )- New,"Survey No.8/1 & 8/1-A,, Village Varkund, Vapi Daman Road, Nani Daman, Daman and Div - 396210",34
GROUP5,Delta Corp Private Limited,SITE35,Delta Corp Private Limited Kitchen Area,Delta Corp Ltd.,Gujarat,1,10,Daman & Diu,25AAACC7260M1ZJ,Daman Hospitality Pvt Ltd  ( Public Area )- New,"Survey No.8/1 & 8/1-A,, Village Varkund, Vapi Daman Road, Nani Daman, Daman and Div - 396210",35
GROUP5,Delta Corp Private Limited,SITE36,Delta Corp Private Limited Public Area,Delta Corp Ltd.,Gujarat,1,10,Daman & Diu,25AAACC7260M1ZJ,Daman Hospitality Pvt Ltd  ( Public Area )- New,"Daman Hospitality Private Limited,Survey No.8/1 & 8/1-A,Village Varkund,Vapi Daman Road,Daman and Div - 396210",36
GROUP33,Creative Garments Private Limited,SITE1159,Creative Garments Bhalita,Creative Textiles Mills Pvt. Ltd.,Gujarat,1,7,Gujarat,24AAACC5458P1ZB,Creative Textiles Mills Pvt. Ltd-Balita(New),"Creative Textile Mills Pvt Ltd,S.No . 120/237 Vill:- Balitha Via Challa, Jayashree Cinema Vapi Gujarat 396191",1159
GROUP54,Polycab,SITE95,Polycab,Polycab India Limited,Gujarat,1,7,Gujarat,24AAACP6474E1ZJ,Polycab (3 ) - New,"32,33,34, Vill-Rampura, Tq. Halol,, Dist. Panchmahal",95
GROUP33,Creative Garments Private Limited,SITE1161,Creative Garments Vapi GIDC,Creative Textiles Mills PVT. LTD.,Gujarat,1,7,Gujarat,24AAACC5458P1ZB,Creative Textiles Mills Pvt. Ltd GIDC - New,"Creative Textiles Mills PVT. LTD.,GIDC ,
Vapi.",1161
GROUP33,Creative Garments Private Limited,SITE1256,Creative Textiles Mills Pvt. Ltd.,Creative Textile Mills Pvt Ltd (Daman),Gujarat,1,10,Daman & Diu,25AAACC5458P1Z9,Creative Textile Mills Pvt Ltd (Daman)-New,"Creative Textile Mills Pvt Ltd (Daman),Plot No 434/6,434/13,434/14 & 434/17,Near Dabhel Check Post ,Vill - Dabhel Daman (UT OF DAMAN &DIU)",1256
GROUP33,Creative Garments Private Limited,SITE1160,Creative Garments Daman,CREATIVE GARMENTS PVT.LTD.-Daman,Gujarat,1,10,Daman & Diu,25AAACC0431C1ZL,CREATIVE GARMENTS PVT.LTD.-Daman (New),"CREATIVE GARMENTS PVT.LTD.-Daman,Survey/ Plot No-440/1,2,3.,Near Dhabhel Check Post, Village -Dhabhel",1160
GROUP34,Dai ichi Karkaria Limited,SITE33,Dai ichi Karkaria Limited,Dai Ichi Karkaria Ltd.,Gujarat,1,7,Gujarat,24AAACD0548F1Z6,Dai Ichi Karkaria Ltd - New,"D2/20, Dahej-Ii Industrial Estate, GIDC,, Vagra, Bharuch-392130",33
GROUP54,Polycab,SITE1038,Ryker Base (Polycab Unit 8),Ryker Base Pvt Ltd,Gujarat,1,7,Gujarat,24AAHCR8445C1ZF,Ryker Base Pvt Ltd - New,"D2/20, Dahej-Ii Industrial Estate, GIDC,, Vagra, Bharuch-392130",1038
GROUP54,Polycab,SITE1316,Dowells Cable Accessories Pvt. Ltd.,Dowells Cable Accessories Pvt. Ltd.,Gujarat,1,7,Gujarat,24AAFCD5263N1ZE,Dowells - New,"Dowells Cable Accessories Pvt. Ltd.,Unit UH - 7, Reg. Survey No. 81/P2,Shed C, Baska -Rameshara Road,Village - Vanseti,",1316
GROUP72,Raychem RPG,SITE102,Raychem RPG - EPD,Raychem RPG Pvt. Ltd.-EPD,Gujarat,1,7,Gujarat,24AAACR8032L1ZC,Raychem RPG -New,"Near Halol GIDC, Dist. Panchmahal, Gujarat-388350,India",102
GROUP72,Raychem RPG,SITE1117,Raychem RPG - GMD,Raychem RPG Pvt. Ltd.-GMD,Gujarat,1,7,Gujarat,24AAACR8032L1ZC,Raychem RPG -New,"Raychem RPG Pvt. Ltd.-GMD,Near Safari Crossing, Near Halol GIDC,Kanjari, Dist. Panchmahal, Gujrat",1117
GROUP72,Raychem RPG,SITE1118,Raychem RPG - HVCS,Raychem RPG Pvt. Ltd. -HVCS,Gujarat,1,7,Gujarat,24AAACR8032L1ZC,Raychem RPG (HVCS) -New,"Block No- 58, Plot No- 11, Duniya-389950",1118
GROUP2,Alok Industries Limited,SITE11,Alok Industries Limited Silvassa Unit Number 7 and 9 (Normal Width),Alok Industries Ltd,Gujarat,1,11,Dadra & Nagar Haveli,26AAACA0201C1ZT,Alok Industries Ltd.( Silvassa Unit 7 & 9 ) - New,"Survey No 17/5/1 & 521/1, Village Rakholi, Sayali, Silvassa- 396 230, Divison : Wider & Normal Width, DNH STRG No-AAACA0201CST002",11
GROUP2,Alok Industries Limited,SITE1067,Alok Industries Ltd. - 7 & 9 (Wider Width),Alok Industries Ltd,Gujarat,1,11,Dadra & Nagar Haveli,26AAACA0201C1ZT,Alok Industries Ltd.( Silvassa Unit 7 & 9 ) - New,"Survey No 17/5/1 & 521/1, Village Rakholi, Sayali, Silvassa- 396 230, Divison : Wider & Normal Width, DNH STRG No-AAACA0201CST002",1067
GROUP54,Polycab,SITE1222,Polycab Unit 7,Polycab India Limited,Gujarat,1,11,Gujarat,24AAACP6474E1ZJ,Polycab unit 7-New,"Polycab India Limited,Unit No.7,74/1,Paikee-74/1/P,74/2/2,80,Village Vasetim,Taluka- Halol,Dist: Panchmahal,",1222
GROUP92,Sanathan Textiles Private Limited,SITE107,Sanathan Textiles Private Limited,Sanathan Textiles Private Limited,Gujarat,1,11,Dadra & Nagar Haveli,26AAJCS6021P1ZX,Sanathan Textile - New,"Survey Plot No. :320/1/1/2/1,, 314/1,315 & 314/P,, Dapada, Village : Surangi, Silvassa -396 230, D. & N . H.",107
GROUP72,Raychem RPG,SITE1339,Raychem RPG Pvt. Ltd.-COE,Raychem RPG Pvt. Ltd.-COE,Gujarat,1,11,Gujarat,24AAACR8032L1ZC,Raychem RPG -New,"Raychem RPG Pvt. Ltd.-COE,Near Safari Crossing, Near Halol GIDC,Kanjari, Dist. Panchamahal, Gujrat",1339
GROUP72,Raychem RPG,SITE1116,Raychem RPG - RIC,Raychem RPG Pvt. Ltd.- RIC,Gujarat,1,11,Gujarat,24AAACR8032L1ZC,Raychem RPG -New,"Raychem RPG Pvt. Ltd.- RIC,Near Safari Crossing, Near Halol GIDC,Kanjari, Dist. Panchamahal, Gujrat",1116
GROUP39,Ginger hotel,SITE1020,Ginger Hotel (Baroda),K10 Hospitalilty,Gujarat,1,11,Gujarat,24AANFK3783F1Z5,Ginger Hotel - Vadodara - New,"Near Natubhai Circle, Race Course Road,Vadodara-390007",1020
GROUP33,Creative Garments Private Limited,SITE1280,Creative Garments Pvt. Ltd-Knitting Div,Creative Garments Pvt. Ltd.,Gujarat,1,11,Gujarat,24AAACC0431C1ZN,Creative Textiles Mills Pvt. Ltd-Balita(New),"Creative Garments Pvt. Ltd-Knitting Div,Knitting Div, Balita,120/237C,Vapi",1280
GROUP8,Hikal Limited,SITE56,Hikal Limited Panoli,Hikal Ltd,Gujarat,1,11,Gujarat,24AAACH0383A1ZB,Hikal ( Panoli ) - New,"Plot No.629/630, GIDC.Ind.Estate,, Panoli - 394116, Bharuch",56
GROUP21,Bhilosa - SILA,SITE1091,Bhilosa Industries Pvt Ltd. - Admin (SILA),Bhilosa Industries Pvt Ltd.,Gujarat,1,11,Dadra & Nagar Haveli,26AAACB1538K1ZT,Bhilosa - New,"Survey No.192/2/1 & 192/2/2, Naroli, Silvassa - 396230",1091
GROUP21,Bhilosa - SILA,SITE1092,Bhilosa Industries Pvt Ltd. - PSF (SILA),Bhilosa Industries Pvt Ltd.,Gujarat,1,11,Dadra & Nagar Haveli,26AAACB1538K1ZT,Bhilosa - New,"Survey No.192/2/1 & 192/2/2, Naroli, Silvassa - 396230",1092
GROUP21,Bhilosa - SILA,SITE1093,Bhilosa Industries Pvt Ltd. - DTY-5 (SILA),Bhilosa Industries Pvt Ltd.,Gujarat,1,11,Dadra & Nagar Haveli,26AAACB1538K1ZT,Bhilosa - New,"Bhilosa Industries Pvt Ltd.,Survey No.192/2/1 & 192/2/2,Naroli Silvassa - 396230",1093
GROUP21,Bhilosa - SILA,SITE1094,Bhilosa Industries Pvt Ltd. - POY (SILA),Bhilosa Industries Pvt Ltd.,Gujarat,1,11,Dadra & Nagar Haveli,26AAACB1538K1ZT,Bhilosa - New,"Bhilosa Industries Pvt Ltd.,Survey No.192/2/1 & 192/2/2,Naroli Silvassa - 396230",1094
GROUP16,The Jammu and Kashmir Bank Limited,SITE1310,The Jammu and Kashmir Bank Ltd. -Gujrat,The Jammu and Kashmir Bank Ltd. -Gujrat,Gujarat,1,7,Gujarat,24AAACT6167G3ZB,The J&K Bank Ltd.( Gujarat) - New,"The Jammu and Kashmir Bank Ltd.Gujrat,101/102, 15 SUDHA NAGAR SOCIETY, CAPRI HOUSE II,",1310
GROUP39,Ginger hotel,SITE1166,Ginger Hotel Roots Corporation Ltd- Surat,ROOTS CORPORATION LIMITED,Gujarat,1,7,Gujarat,24AACCR6389J1ZY,Ginger Surat - New,"Ginger Hotel Surat,Off.Dumas Raod, Near Iscon Mall,Opp.Big Bazar , Surat,395007",1166
GROUP57,Pepperfry Groups,SITE1213,Pepperfry Ahmedabad,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED  (Ahmadabad),Gujarat,1,7,Gujarat,24AADCT9374Q2ZH,Pepperfry  Ahmadabad - New,"TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED  (Ahmadabad),Shop no. 5, Titanium 1, Gr. Floor, Next to Rajpath Club,S.G.Road, Bodakdev, Ahmedabad",1213
GROUP57,Pepperfry Groups,SITE1206,Pepperfry Vadodara,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Gujarat,1,7,Gujarat,24AADCT9374Q2ZH,Pepperfry - Vadodara - New,"TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED  (Vadodara),SHOP NO. 6, GOLDEN ICON, CHKLI CIRCLE,VADODARA,",1206
GROUP66,Chemco Baroda,SITE1235,Chemco Baroda,Chemco Plastic Industries Pvt Ltd,Gujarat,1,7,Gujarat,24AABCN0098H1ZM,Chemco Baroda- New,"Chemco Baroda,Plot No 32 And 33,Gidc Estate,0,Gidc Estate,Savli,Savli,Vadodara-390005",1235
GROUP16,The Jammu and Kashmir Bank Limited,SITE158,The Jammu And Kashmir Bank Limited Gujarat (Surat),The Jammu and Kashmir Bank Ltd-Surat,Gujarat,1,7,Gujarat,24AAACT6167G3ZB,The J&K Bank Ltd.( Gujarat) - New,,158
GROUP16,The Jammu and Kashmir Bank Limited,SITE155,The Jammu And Kashmir Bank Limited Gujarat (Baroda),The Jammu and Kashmir Bank Ltd-Baroda,Gujarat,1,7,Gujarat,24AAACT6167G3ZB,The J&K Bank Ltd.( Gujarat) - New,,155
GROUP16,The Jammu and Kashmir Bank Limited,SITE156,The Jammu And Kashmir Bank Limited Gujarat (C G Road Ahmadabad),The Jammu and Kashmir Bank Ltd-Ahmedabad,Gujarat,1,7,Gujarat,24AAACT6167G3ZB,The J&K Bank Ltd.( Gujarat) - New,,156
GROUP16,The Jammu and Kashmir Bank Limited,SITE157,The Jammu And Kashmir Bank Limited Gujarat (Satellite Ahmedabad),The Jammu and Kashmir Bank Ltd-Satellite Ahmedabad,Gujarat,1,7,Gujarat,24AAACT6167G3ZB,The J&K Bank Ltd.( Gujarat) - New,,157
GROUP80,Centrum Goups,SITE1018_2,Centrum Financial Services Limited,CENTRUM FINANCIAL SERVICES LIMITED,Delhi,1,8,Delhi,07AAFCS9489P1Z7,Centrum ( New Delhi ) - New,"Centrum Capital Limited,Priya Cinema Basant  Lok Vihar,New Delhi - 110001",1018_2
GROUP80,Centrum Goups,SITE1018,Centrum Capital Limited Delhi,"Centrum Capital Limited
",Delhi,1,8,Delhi,07AAACC5099G1ZL,Centrum ( New Delhi ) - New,"Centrum Capital Limited,H11A, 2nd Floor, Middle Circle,Connaught Place,New Delhi - 110001",1018
GROUP80,Centrum Goups,SITE1315,Centrum Insurance Brokers Limited,Centrum Insurance Brokers Limited,Delhi,1,1,Maharashtra,27AAGCC3918C2ZW,Centrum ( New Delhi ) - New,,1315
GROUP80,Centrum Goups,SITE1018_1,Centrum Wealth Management Limited,CENTRUM WEALTH MANAGEMENT LIMITED,Delhi,1,8,Delhi,07AADCC2672E1ZX,Centrum ( New Delhi ) - New,,1018_1
GROUP57,Pepperfry Groups,SITE1045,Pepperfry DLF MALL NOIDA,Trendsutra Client Services Pvt.Ltd ( Noida),Delhi,1,12,Uttar Pradesh,09AADCT9374Q1ZA,pepperfry - noida (new),"Pepperfry DLF Mall Noida,C-320, Second Floor, Sector 18, Mall of India, Noida Uttar Pradesh 201301
",1045
GROUP16,The Jammu and Kashmir Bank Limited,SITE1287,The Jammu and Kashmir Bank Ltd. - Gurgaon,The Jammu and Kashmir Bank Ltd. - Gurgaon,Delhi,1,13,Haryana,06AAACT6167G1ZB,The J&K Bank Ltd. ( Haryana ) - New,"The Jammu and Kashmir Gurgaon,Plot No.132-134,Sector44,Kanahai,Gurugram,Haryana-122002.",1287
GROUP16,The Jammu and Kashmir Bank Limited,SITE1288,The Jammu and Kashmir Bank Ltd. - Delhi Guest House,The Jammu and Kashmir Bank Ltd. - Delhi Guest House,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,1288
GROUP16,The Jammu and Kashmir Bank Limited,SITE1289,The Jammu and Kashmir Bank Ltd. - Delhi Guest House New,The Jammu and Kashmir Bank Ltd. - Delhi Guest House,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,1289
GROUP16,The Jammu and Kashmir Bank Limited,SITE126,The Jammu and Kashmir Bank Ltd. - Ansal Plaza Zonal Office,The Jammu and Kashmir Bank Ltd. - Ansal Plaza,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,126
GROUP16,The Jammu and Kashmir Bank Limited,SITE126,The Jammu And Kashmir Bank Limited Delhi (Ansal Plaza),The Jammu and Kashmir Bank Ltd. - Ansal Plaza,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,"J&K Bank Ansal Plaza RCC,Newdelhi-1100049",126
GROUP16,The Jammu and Kashmir Bank Limited,SITE1290,The Jammu and Kashmir Bank Ltd. - Ansal Plaza RCC Office,The Jammu and Kashmir Bank Ltd. - Ansal Plaza Zonal Office,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,"J&K Bank Ansal Plaza RCC,Newdelhi-1100049",1290
GROUP16,The Jammu and Kashmir Bank Limited,SITE127,The Jammu And Kashmir Bank Limited Delhi (Azad Pur),The Jammu and Kashmir Bank Ltd. - Azadpur,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,"The Jammu and Kashmir Bank Ltd. - Azadpur,AZADPUR SUBZI MANDI,",127
GROUP16,The Jammu and Kashmir Bank Limited,SITE128,The Jammu And Kashmir Bank Limited Delhi (Bhogal),The Jammu and Kashmir Bank Ltd. - Bhogal Delhi,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,128
GROUP16,The Jammu and Kashmir Bank Limited,SITE129,The Jammu And Kashmir Bank Limited Delhi (Cannaught Place),The Jammu and Kashmir Bank Ltd. - Cannaught Place,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,129
GROUP16,The Jammu and Kashmir Bank Limited,SITE130,The Jammu And Kashmir Bank Limited Delhi (Chandni Chowk),The Jammu and Kashmir Bank Ltd. - Chandni Chowk,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,"J&K Bank Chandni Chowk,384-390,Loknath Building,Chandni Chowk Road,NewDelhi-Delhi-110006.",130
GROUP16,The Jammu and Kashmir Bank Limited,SITE1308,"The Jammu and Kashmir Bank Ltd.Ludhiana Cheema","The Jammu and Kashmir Bank Ltd.
Ludhiana Cheema",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,1308
GROUP16,The Jammu and Kashmir Bank Limited,SITE132,The Jammu And Kashmir Bank Limited Delhi (Dwarka),The Jammu and Kashmir Bank Ltd. - Dwarka Delhi,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,132
GROUP16,The Jammu and Kashmir Bank Limited,SITE160,The Jammu and Kashmir Bank Ltd. - Faridabad,The Jammu and Kashmir Bank Ltd. - Faridabad,Delhi,1,13,Haryana,06AAACT6167G1ZB,The J&K Bank Ltd ( Delhi ) - New,,160
GROUP16,The Jammu and Kashmir Bank Limited,SITE983,The Jammu and Kashmir Bank Ltd. - Ghaziabad,The Jammu and Kashmir Bank Ltd. - Ghaziabad,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,983
GROUP16,The Jammu and Kashmir Bank Limited,SITE133,The Jammu And Kashmir Bank Limited Delhi (Greater Kailash),The Jammu and Kashmir Bank Ltd. - Greater Kailash,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,133
GROUP16,The Jammu and Kashmir Bank Limited,SITE947,The Jammu and Kashmir Bank Limited-GREATER NOIDA,The Jammu and Kashmir Bank Limited-GREATER NOIDA,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,947
GROUP16,The Jammu and Kashmir Bank Limited,SITE948,The Jammu and Kashmir Bank Ltd. - Gurgaon Main,The Jammu and Kashmir Bank Ltd. - Gurgaon Main,Delhi,1,13,Haryana,06AAACT6167G1ZB,The J&K Bank Ltd ( Delhi ) - New,,948
GROUP16,The Jammu and Kashmir Bank Limited,SITE134,The Jammu And Kashmir Bank Limited Delhi (Janak Puri),The Jammu and Kashmir Bank Ltd. - Janak Puri,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,134
GROUP16,The Jammu and Kashmir Bank Limited,SITE135,The Jammu And Kashmir Bank Limited Delhi (Karol Bagh),The Jammu and Kashmir Bank Ltd. - Karol Bagh,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,135
GROUP16,The Jammu and Kashmir Bank Limited,SITE136,The Jammu And Kashmir Bank Limited Delhi (Lajpat Nagar),The Jammu and Kashmir Bank Ltd. - Lajpat Nagar,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,136
GROUP16,The Jammu and Kashmir Bank Limited,SITE137,The Jammu And Kashmir Bank Limited Delhi (Malviya Nagar),The Jammu and Kashmir Bank Ltd. - Malviya Nagar,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,137
GROUP16,The Jammu and Kashmir Bank Limited,SITE138,The Jammu And Kashmir Bank Limited Delhi (Mayur Vihar),The Jammu and Kashmir Bank Ltd. - Mayur Vihar,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,138
GROUP16,The Jammu and Kashmir Bank Limited,SITE139,The Jammu And Kashmir Bank Limited Delhi (Naraina),The Jammu and Kashmir Bank Ltd. - Naraina,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,"J&K Naraina,Naraina AC-42,Community Centre,Naraina,Newdelhi-110028.",139
GROUP16,The Jammu and Kashmir Bank Limited,SITE140,The Jammu And Kashmir Bank Limited Delhi (Navin Sharda),The Jammu and Kashmir Bank Ltd. - Navin Shadra,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,140
GROUP16,The Jammu and Kashmir Bank Limited,SITE950,The Jammu and Kashmir Bank Ltd. - Noida,The Jammu and Kashmir Bank Ltd. - Noida,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,950
GROUP16,The Jammu and Kashmir Bank Limited,SITE141,The Jammu And Kashmir Bank Limited Delhi (Okhla),The Jammu and Kashmir Bank Ltd. - Okhla,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,141
GROUP16,The Jammu and Kashmir Bank Limited,SITE142,The Jammu And Kashmir Bank Limited Delhi (Pitampura),The Jammu and Kashmir Bank Ltd. - Pitampura Delhi,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,142
GROUP16,The Jammu and Kashmir Bank Limited,SITE143,The Jammu And Kashmir Bank Limited Delhi (Prithviraj Road),The Jammu and Kashmir Bank Ltd. - Prithviraj Road,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,143
GROUP16,The Jammu and Kashmir Bank Limited,SITE144,The Jammu And Kashmir Bank Limited Delhi (Rajindra Place),The Jammu and Kashmir Bank Ltd. - Rajindra Place Delhi,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,144
GROUP16,The Jammu and Kashmir Bank Limited,SITE145,The Jammu And Kashmir Bank Limited Delhi (Rohini),The Jammu and Kashmir Bank Ltd. - Rohini Delhi,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,145
GROUP16,The Jammu and Kashmir Bank Limited,SITE146,The Jammu And Kashmir Bank Limited Delhi (Saddar Bazar),The Jammu and Kashmir Bank Ltd. - Saddar Bazar Delhi,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,146
GROUP16,The Jammu and Kashmir Bank Limited,SITE147,The Jammu And Kashmir Bank Limited Delhi (Sarita Vihar),The Jammu and Kashmir Bank Ltd. - Sarita Vihar Delhi,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,147
GROUP16,The Jammu and Kashmir Bank Limited,SITE148,The Jammu And Kashmir Bank Limited Delhi (Shalimar Bagh),The Jammu and Kashmir Bank Ltd. - Shalimar Bagh Delhi,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,148
GROUP16,The Jammu and Kashmir Bank Limited,SITE150,The Jammu And Kashmir Bank Limited Delhi (Vasant Vihar),The Jammu and Kashmir Bank Ltd. - Vasant Vihar Delhi,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,"J&K Vasant Vihar,63-D Basant Lok,Newdelhi-110057.",150
GROUP16,The Jammu and Kashmir Bank Limited,SITE152,The Jammu And Kashmir Bank Limited Delhi (Zakir Nagar),The Jammu and Kashmir Bank Ltd. - Zakir Nagar,Delhi,1,12,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,152
GROUP16,The Jammu and Kashmir Bank Limited,SITE978,The Jammu and Kashmir Bank Ltd. - Agra,The Jammu and Kashmir Bank Ltd. - Agra,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,978
GROUP16,The Jammu and Kashmir Bank Limited,SITE979,The Jammu and Kashmir Bank Ltd. Aligarh,The Jammu and Kashmir Bank Ltd. Aligarh,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,979
GROUP16,The Jammu and Kashmir Bank Limited,SITE980,The Jammu and Kashmir Bank Ltd. Allahabad,The Jammu and Kashmir Bank Ltd. Allahabad,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,980
GROUP16,The Jammu and Kashmir Bank Limited,SITE981,The Jammu and Kashmir Bank Ltd. -Aminabad,The Jammu and Kashmir Bank Ltd. -Aminabad,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,981
GROUP16,The Jammu and Kashmir Bank Limited,SITE982,The Jammu and Kashmir Bank Ltd-Bhadohi,The Jammu and Kashmir Bank Ltd-Bhadohi,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,982
GROUP16,The Jammu and Kashmir Bank Limited,SITE951,"The Jammu and Kashmir Bank Ltd.Batala","The Jammu and Kashmir Bank Ltd.
Batala",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd. ( Punjab ) - New,,951
GROUP16,The Jammu and Kashmir Bank Limited,SITE953,"The Jammu and Kashmir Bank Ltd.Chandigarh","The Jammu and Kashmir Bank Ltd.
Chandigarh",Delhi,1,14,Chandigarh,04AAACT6167G1ZF,The J&K Bank Ltd ( Delhi ) - New,"Pepperfry Chandigarh Elanta Mall,ELANTEMALL, 178- 178 A, UNIT NO. 30, PURCHASE MARG, INDUSTRIAL AREA PHASE 1,Chandigarh-160002.",953
GROUP16,The Jammu and Kashmir Bank Limited,SITE1309,The Jammu and Kashmir Bank Ltd.University Chandigarh,The Jammu and Kashmir Bank Ltd.Chandigarh University,Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,1309
GROUP16,The Jammu and Kashmir Bank Limited,SITE954,The Jammu and Kashmir Bank Ltd.Ludhiana-Chaura Bazar,The Jammu and Kashmir Bank Ltd.Ludhiana-Chaura Bazar,Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,954
GROUP16,The Jammu and Kashmir Bank Limited,SITE131,The Jammu And Kashmir Bank Limited Delhi (Chawri BAZAR),The Jammu and Kashmir Bank Ltd. - Chawri Bazar,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,131
GROUP16,The Jammu and Kashmir Bank Limited,SITE955,"The Jammu and Kashmir Bank Ltd.Ferozepur","The Jammu and Kashmir Bank Ltd.
Ferozepur",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,955
GROUP16,The Jammu and Kashmir Bank Limited,SITE1311,"The Jammu and Kashmir Bank Ltd.Haridwar","The Jammu and Kashmir Bank Ltd.
Haridwar",Delhi,1,15,Uttarakhand,05AAACT6167G1ZD,The J&K Bank Ltd ( Delhi ) - New,,1311
GROUP16,The Jammu and Kashmir Bank Limited,SITE161,The Jammu and Kashmir Bank Ltd.Hissar,The Jammu and Kashmir Bank Ltd.Hissar,Delhi,1,13,Haryana,06AAACT6167G1ZB,The J&K Bank Ltd ( Delhi ) - New,,161
GROUP16,The Jammu and Kashmir Bank Limited,SITE956,The Jammu and Kashmir Bank Ltd.-Hoshiarpur,The Jammu and Kashmir Bank Ltd.-Hoshiarpur,Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,956
GROUP16,The Jammu and Kashmir Bank Limited,SITE958,"The Jammu and Kashmir Bank Ltd.Jallandhar","The Jammu and Kashmir Bank Ltd.Jallandhar
",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,958
